SystematicName,40 fL,45 fL,50 fL,55 fL,60 fL,65 fL,70 fL,75 fL,Gene
YJR066W,0.112784892,-0.480022625,-0.319392354,-0.172323967,-0.212276092,0.242395723,0.355156484,0.248105606,TOR1
YJR067C,-0.059120394,-0.059600078,0.098539652,0.202758138,0.091486811,0.075133221,-0.261257928,-0.142816718,YAE1
YJR068W,-0.588240084,-0.017710085,-0.061733831,0.113873467,0.032560985,-0.113574069,0.205795956,0.27066178,RFC2
YJR069C,0.756410114,0.438376457,-0.273505545,-0.505670631,-0.228585055,-0.089628604,-0.301502717,-0.287436218,HAM1
YJR070C,0.433114697,0.151164238,0.037805294,0.02422863,-0.332401369,-0.683764238,-0.355771843,0.375955695,LIA1
YJR071W,-0.417522932,0.270098159,0.333989125,0.429094065,-0.744533638,-0.684503443,-0.261545199,0.470140789,NA
YJR072C,0.533076024,0.42612711,0.17258429,-0.091776019,-0.560614556,-0.390262398,-0.759642427,0.153517143,NPA3
YJR073C,1.078300802,0.419032965,-0.182566716,-0.111684958,0.24802695,-0.768160013,-0.587966378,-1.714287195,OPI3
YJR074W,1.390597004,0.308613012,0.046234121,-0.311309106,-0.635352953,-0.713806026,-0.850144638,-1.020592545,MOG1
YJR075W,-0.264352863,-0.0490877,-0.066512213,0.290008416,-0.076242488,-0.015457488,0.259488068,-0.17077117,HOC1
YJR076C,-0.976888477,-0.758332684,-0.25429137,0.098025666,0.097204027,0.342225024,0.184745427,0.60218598,CDC11
YJR077C,0.408055047,0.046763699,-0.285914485,-0.538595528,-0.342977659,0.090905368,0.413295052,-0.079596826,MIR1
YJR078W,0.367497941,-0.868247243,-0.157991009,-0.429922891,-0.48122412,-0.632502059,0.588854316,0.729463751,BNA2
YJR079W,-0.62490063,-0.457384537,-0.351434024,0.334828688,0.081414751,0.027307346,-0.116550659,0.658686016,NA
YJR080C,-0.601563633,-0.209333108,0.227781257,-0.35338643,0.085195534,-0.052194629,0.403900438,0.231268755,AIM24
YJR082C,-0.512350407,0.472254924,0.329587429,-0.034129671,0.127002676,-0.109450762,-0.273419846,-0.265257116,EAF6
YJR083C,-1.004057435,-0.973655956,-0.149150583,-0.06592269,0.030045218,0.533683456,0.274661602,0.542703674,ACF4
YJR084W,0.228485911,-0.429801491,-0.463044783,0.021741345,-0.179051657,-0.015585806,0.333863352,0.277950688,NA
YJR085C,-0.357666669,-0.273792155,0.389252097,0.352647023,0.246490891,-0.363310838,-0.321382846,0.059102036,NA
YJR086W,-0.382784969,0.272079545,-0.530814475,-0.085624779,0.010993411,0.380792356,0.028410464,0.085918501,STE18
YJR087W,-0.728682116,-0.146334082,0.032654686,0.157545347,-0.147761327,0.11988003,-0.048769651,0.484051761,NA
YJR088C,-0.709329254,-0.062154686,-0.006637142,0.006434246,0.491614606,-0.028083546,0.37528323,-0.421111056,EMC2
YJR089W,-0.124979983,-0.223857454,-0.067445221,-0.153393911,-0.181874011,0.278612327,0.144186007,0.230890931,BIR1
YJR090C,0.116937827,0.121295694,0.067610114,-0.186918695,-0.226363919,-0.018191448,-1.9722e-4,0.083082861,GRR1
YJR091C,-0.003748951,-0.475876707,0.055095708,0.02537288,-0.257010618,-0.039740629,0.345618251,0.197298568,JSN1
YJR092W,-2.976945579,-2.859040263,-2.134419354,-0.097220736,-0.04845422,0.937879626,0.925961287,0.839905724,BUD4
YJR093C,0.18298644,-0.144633418,0.07427159,-0.063480512,-0.142155979,-0.377810844,-0.215353393,0.499040926,FIP1
YJR094C,-0.048464573,-0.481064634,0.248397762,-0.131953928,-0.322424634,-0.089077219,0.141739723,0.457354043,IME1
YJR094W-A,-0.126070829,0.009622,-0.361459,0.100430388,0.416412649,0.031805144,0.359070796,-0.768519659,RPL43B
YJR095W,0.001384829,-1.319752531,0.311878029,0.320779657,0.274403323,-0.434900404,0.539182222,-0.502830258,SFC1
YJR096W,0.129303938,-0.462339677,0.840424618,0.208696823,0.218361686,0.037179979,-1.010833326,-0.866626725,NA
YJR097W,-0.391571164,0.636658407,0.272057096,-0.289046472,0.038553901,-0.502706144,-0.402805782,0.223737172,JJJ3
YJR098C,0.167195209,-1.222695477,-1.077497561,-0.104609407,-0.205821658,0.499770548,0.665976155,0.235192327,NA
YJR099W,0.304217796,-0.222583087,-0.166782652,0.026143297,-0.112132754,0.173392305,-0.174992152,0.084621278,YUH1
YJR100C,0.225822459,-0.050434722,0.034771217,0.058976495,0.139012035,0.025740034,-0.150186599,-0.361224199,AIM25
YJR101W,-0.260314591,0.157332437,-0.050659806,-0.27805767,9.99712e-4,0.188917829,0.242592791,-0.095485572,RSM26
YJR102C,0.158630846,0.031817929,0.172088653,0.187961293,0.124426638,-0.251524432,-0.28087363,-0.247325554,VPS25
YJR103W,0.929819352,-0.46127422,-0.403625003,-0.272691167,-0.28400648,-0.171337452,-0.04134365,0.142494628,URA8
YJR104C,0.470984856,-0.248239923,0.198959706,-0.301988948,0.166587101,0.26170588,-0.152662449,-0.756005307,SOD1
YJR105W,1.087500791,0.445584252,-0.220922235,-0.225822944,-0.194537521,-0.389975291,-0.606847609,-0.981852653,ADO1
YJR106W,0.318195376,-0.674348819,-0.197446064,-0.345891338,-0.357785017,0.333068652,0.471244605,0.058446272,ECM27
YJR107W,0.001689249,-0.568614074,-0.305478387,-0.21995303,0.189825261,0.376891395,0.205901018,0.089801969,NA
YJR108W,0.833682039,-0.519688086,-0.075341633,-0.067246689,-0.111879073,-0.09486542,0.058097323,-0.486325983,ABM1
YJR109C,-0.42984433,-0.459985295,-0.471196687,-0.292431198,-0.227907895,0.449407456,0.220875898,0.685250423,CPA2
YJR110W,-0.381508078,-0.388169094,0.141076243,0.236751587,-0.1951068,0.010874496,0.042249876,0.352091669,YMR1
YJR111C,0.127195318,-0.156981109,-0.319342026,-0.076070875,-0.074041768,-0.18791463,0.07374774,0.465258756,NA
YJR112W,-2.197187284,-1.463184104,-0.376157425,0.760505122,0.225689715,0.141291987,0.313558291,0.525745738,NNF1
YJR112W-A,0.385127736,-0.26877206,-0.195526066,0.351561638,-0.020066544,0.003611567,-0.069015555,-0.37179291,NA
YJR113C,0.11308005,-0.764744174,-0.106117032,0.105290348,-0.095516727,-0.086042592,0.296096427,0.285997722,RSM7
YJR114W,0.365509603,-0.452319226,-0.168805015,0.524358874,-0.692567359,-0.307637346,-0.042167728,0.327701973,NA
YJR115W,0.885377813,-0.304006633,-0.145948521,0.242616767,-0.388149424,-0.294756276,-0.252470071,-0.256608811,NA
YJR116W,0.414187355,-0.372743889,-0.447265832,0.170916204,-0.465926659,-0.402766372,0.627256111,0.015637978,TDA4
YJR117W,-0.547019988,-0.91217941,-0.681910115,-0.301530266,-0.01094396,0.485803859,0.852338638,0.203164895,STE24
YJR118C,-2.192122469,-1.751692298,-0.391455242,0.298320799,0.519666074,0.413901079,0.479774522,0.413282593,ILM1
YJR119C,-0.111922073,-0.208164367,-0.077901964,-0.347676516,0.156448664,0.251951372,0.28262897,-0.068002197,JHD2
YJR120W,-1.283648595,-0.134698747,1.007677531,0.328494162,-0.475978731,-0.637061001,-0.561605782,0.456767107,NA
YJR121W,-0.327359506,-0.711069799,-0.061767454,-0.501349523,-0.056483852,0.377074895,0.546969973,0.2705636,ATP2
YJR122W,-0.285358953,-0.717938753,-0.0716706,-0.205758771,-0.069489655,0.43889559,0.398501633,0.171462564,IBA57
YJR123W,0.191664045,0.143746788,-0.2993878,-0.288555712,0.131257043,0.277138731,0.167836581,-0.532362984,RPS5
YJR124C,0.433223654,-0.136490774,-0.20943294,-0.22310068,-0.208677405,0.29657507,-0.123378525,0.009825183,NA
YJR125C,0.50755147,-0.50220535,-0.146389896,-0.111366832,-0.219094767,-0.185731685,0.054627283,0.34052886,ENT3
YJR126C,0.159070366,0.067253271,0.045980206,0.151249716,-0.119051406,-0.277202357,-0.021698637,-0.056277581,VPS70
YJR127C,0.061693897,-0.476800156,-0.127101228,-0.312413338,-0.114146328,0.30557335,0.334211244,0.132577383,RSF2
YJR128W,0.131911676,-0.721698838,-1.073462162,0.094068324,-0.287802311,-1.281570357,1.17559821,0.340228912,NA
YJR129C,-0.246632216,-0.463248072,-0.557030219,0.107067652,-0.065974853,0.142857272,0.47666671,0.291763977,EFM3
YJR130C,-0.173274237,-0.19460083,0.067976376,-0.080812457,0.035217101,0.086152302,0.180813067,0.036775507,STR2
YJR131W,-0.537023346,-1.169845486,-0.559347893,-0.279846669,0.101988044,0.61816069,0.576108892,0.339206844,MNS1
YJR132W,0.562549667,0.132312862,-0.330326118,-0.301410731,-0.292781749,0.169294591,-0.100964142,-0.078542847,NMD5
YJR133W,1.043345513,0.226768639,-0.268594403,-0.491035907,-0.915841182,0.146443096,-0.296845544,-0.365419132,XPT1
YJR134C,-1.129984577,-0.536858357,0.095321185,0.293362003,0.101583128,0.175841772,0.072910738,0.384716177,SGM1
YJR135C,-0.964254835,-0.982307125,-0.624909687,-0.246778605,0.589072974,0.901731509,0.335135947,-0.224371757,MCM22
YJR135W-A,-0.768177861,0.06206757,-0.358348253,-0.129613726,0.290767641,0.134481071,0.536894221,-0.14734186,TIM8
YJR136C,0.246250369,0.213611993,-0.097750746,-0.118825316,0.063756721,0.06670722,-0.127566911,-0.338278434,TTI2
YJR137C,-0.181367338,-0.611863384,-0.159268732,-0.567534226,-0.140592808,0.342402076,0.463315739,0.422034094,MET5
YJR138W,-0.388849404,-0.623671275,-0.332382453,-0.147957881,-0.036926569,0.41069072,0.451888856,0.285238987,IML1
YJR139C,0.315202657,-0.075513148,-0.228215664,0.002246984,-0.124295724,0.085327133,-0.103801433,0.060189179,HOM6
YJR140C,0.157568435,-0.834544888,-0.483254733,-0.343990752,-0.266156612,0.548971005,0.433350229,0.23348832,HIR3
YJR140W-A,1.93350985,-1.497581688,0.138947955,-0.42389614,-4.127332111,NA,0.744032051,-2.014857381,NA
YJR141W,-0.597294204,0.221571031,-0.040179919,0.150677176,0.312090407,-0.050901637,0.086803294,-0.283617786,NA
YJR142W,1.035785124,-0.237171785,-0.177007055,-0.040001947,-0.496496177,-0.155076785,-0.411411851,-0.1756373,NA
YJR143C,0.13749203,-0.390674766,-0.182368672,0.455553048,0.028169974,-0.273566463,0.217960564,-0.193313507,PMT4
YJR144W,0.336948332,0.033545809,-0.076098486,-0.163201064,0.07479179,-0.072692268,-0.128770415,-0.069374889,MGM101
YJR145C,-1.026215447,-0.539615462,-0.185141581,-0.081995185,0.0774947,0.427471628,0.132835244,0.58518496,RPS4A
YJR146W,0.696566709,-0.920980001,-0.161488869,-0.784808606,-0.768244761,-0.0877046,0.905084485,-0.03523718,NA
YJR147W,-0.153042598,-0.436359725,-0.151948403,0.144600845,-0.521410102,-0.084635352,0.22007009,0.633839286,HMS2
YJR148W,0.648574522,0.093909125,-0.161231879,0.088803297,-0.466528531,-0.376129764,-0.001520691,-0.129383013,BAT2
YJR149W,0.041593173,-0.218717201,0.370720759,0.039988395,-0.450585749,-0.471033738,-0.06489028,0.465823662,NA
YJR150C,0.152942654,-2.35520425,-0.627888826,0.84991018,-1.065697633,-0.196005655,0.803994345,0.197336773,DAN1
YJR151C,0.326618371,-0.699165654,-0.424354081,0.048168913,-1.000546372,-0.114203154,0.626541604,0.468129091,DAN4
YJR151W-A,NA,NA,3,NA,NA,NA,NA,NA,NA
YJR152W,0.275331127,-0.492356973,-0.386438966,-0.237194217,-0.225547776,0.356996123,0.363758014,0.060263343,DAL5
YJR153W,-0.073144715,-0.595259437,-0.184765862,-0.283651527,-0.34082005,0.422774486,0.64644646,-0.013324629,PGU1
YJR154W,-0.176301564,-0.863026781,0.121460219,0.580182723,-0.004779778,-0.586554001,0.152321183,0.273073342,NA
YJR155W,0.168247584,-0.682395863,0.525114213,0.341250021,-0.225344259,-0.165341416,-0.445085774,0.091703086,AAD10
YJR156C,0.361929764,-0.473035224,0.029653274,0.230599834,-0.487502482,-0.172375746,0.099074675,0.174526903,THI11
YJR157W,0.021024782,0.041430993,0.22524755900000001,-1.95509e-4,-0.379020002,-0.674414255,0.156284612,0.353192062,NA
YJR158W,NA,NA,NA,NA,NA,NA,NA,NA,HXT16
YJR159W,0.231446925,-1.173206092,0.423533576,-1.027127833,-0.720239137,NA,1.547108261,0.03048289,SOR1
YJR160C,NA,1.289922391,0.601034729,0.197212018,NA,1.531851164,NA,NA,MPH3
YJR161C,0.448314038,-0.392729445,0.067937887,0.309325993,-0.077492552,-0.364572432,-0.570790185,0.249592989,COS5
YJR162C,0.895450285,-1.170495756,0.006566429,-0.464691093,-1.281527068,-0.377500041,0.440714744,0.513941525,NA
YKL001C,-0.522268059,-0.128326753,-0.048196895,-0.346909537,0.450184955,0.110522174,0.259171188,-0.010431514,MET14
YKL002W,0.431752846,0.19066044100000001,0.109690525,0.179018968,-0.232978445,-0.173484467,-0.318402018,-0.397449308,DID4
YKL003C,-0.103959423,-0.098949682,-0.191435902,-0.070956214,0.066514998,0.035024411,0.150308542,0.171855255,MRP17
YKL004W,0.219933641,-0.238408913,-0.638190713,0.074033973,0.028925943,0.373816288,0.19751207,-0.26930565,AUR1
YKL005C,0.234388176,-0.119001289,0.055195506,0.074355084,-0.44688453,-0.041439383,-0.14501476,0.264472427,BYE1
YKL006C-A,-0.860837411,-0.491450078,-0.135345803,-0.001297131,0.339282297,0.311360409,0.410699289,-0.009887174,SFT1
YKL006W,0.561768981,-0.181579715,-0.446506923,-0.008382735,-0.100133414,0.125052423,0.108588886,-0.299571006,RPL14A
YKL007W,0.223528575,-0.216501269,0.27981607,0.207275592,-0.033924154,-0.169424315,-0.232204049,-0.174739513,CAP1
YKL008C,-0.568907728,-0.839289799,-0.793426059,0.046273514,0.377429414,0.360902088,0.646325751,0.012864733,LAC1
YKL009W,0.618209593,0.977020509,0.105524482,-0.078117079,-0.402426379,-0.865205509,-1.145440174,-0.482267661,MRT4
YKL010C,0.107851053,-0.409272622,-0.095567686,-0.132125479,-0.199422076,0.22461667,0.22162249,0.15778731,UFD4
YKL011C,-0.694467337,-0.425529385,-0.194336896,-0.028430072,0.33212292,0.426393821,0.308559448,-0.086460157,CCE1
YKL012W,0.690096098,-0.220824691,0.094148672,-0.010140145,-0.4559703,-0.21946494,-0.307734979,0.100695229,PRP40
YKL013C,0.366231932,0.040682282,-0.033424808,-0.060115401,-0.266750076,0.042826916,-0.092814386,-0.078379841,ARC19
YKL014C,0.465159272,0.592614716,-0.078570097,-0.195262713,-0.237089171,-0.077979191,-0.553749547,-0.296798514,URB1
YKL015W,0.509515172,0.458079097,-0.271520668,-0.428976317,-0.510708332,0.089935791,-0.06737222,-0.134624467,PUT3
YKL016C,-0.235569847,-0.244790034,-0.124671146,-0.686307541,-0.257250937,0.744059906,0.393973924,-0.085457825,ATP7
YKL017C,-0.60139109,-0.547600176,-0.152106392,0.039948264,-0.131010557,0.328421062,0.436000949,0.271465177,HCS1
YKL018C-A,0.09208113,-0.205934163,0.182706271,0.117101717,-0.293478493,-0.276470173,-0.203133761,0.419375735,NA
YKL018W,0.388913219,-0.05229731,-0.36645271,-0.103418304,-0.102521385,0.071283838,0.035878501,0.017844579,SWD2
YKL019W,0.424568444,-0.417813707,-0.335277813,-0.027203728,-0.189933228,-0.209329183,0.304209841,0.21286953,RAM2
YKL020C,-0.291304541,-0.319770345,-0.205141089,-0.092389796,-0.045678313,0.105056268,0.368566497,0.311245376,SPT23
YKL021C,0.766731982,0.914752123,0.226922756,-0.267726676,-0.618383706,-0.656814498,-1.167288835,-0.553330199,MAK11
YKL022C,-0.325130527,-0.389260864,0.058198113,-0.387804332,-0.041910173,0.272322918,0.183506339,0.398391102,CDC16
YKL023C-A,0.420830542,-0.374966353,0.089890268,0.007538893,0.059757035,-0.447827274,0.300937716,-0.298195685,NA
YKL023W,-0.083918848,-0.890349262,0.118893992,0.039164365,-0.130279517,0.002702357,0.031672187,0.551766101,NA
YKL024C,0.528682849,0.174580902,-0.313433239,-0.190378774,-0.126660263,-0.219074207,-0.121178892,0.074710923,URA6
YKL025C,-0.041873268,-0.211629346,-0.277730413,-0.03513169,0.003360157,0.201316326,0.239069142,0.045311302,PAN3
YKL026C,0.347622858,0.102778163,0.375975726,0.052668236,0.256027108,-0.143219388,-0.478294621,-0.996275357,GPX1
YKL027W,0.399428532,0.148478479,-0.025782946,-0.155962189,-0.226272511,0.031240804,-0.299312888,0.004930135,TCD2
YKL028W,0.323434641,-0.109092589,0.066114335,-0.053929518,-0.369795474,-0.269771042,-0.05356139,0.315476492,TFA1
YKL029C,-0.493776912,-0.438236143,0.083907811,0.311710085,-0.099824159,-0.468827789,0.463242357,0.28262025,MAE1
YKL030W,-1.053471142,-0.494076058,0.285015012,0.335998941,0.336344372,-0.054376505,0.301385185,-0.20155755,NA
YKL031W,-0.489561285,-2.217189014,-0.870651452,0.121703087,-1.244595172,-0.190293787,0.901863657,1.183231389,NA
YKL032C,-0.705861542,-0.405089766,-0.172422689,0.151980662,-0.269666981,-0.361208797,0.226728037,0.891487811,IXR1
YKL033W,0.350413619,-0.418531179,-0.235765832,-0.072756342,-0.087511307,0.284457471,0.042407171,-0.017553624,TTI1
YKL033W-A,-0.644214141,0.066642851,-0.067878169,0.088121504,0.186274374,0.128109442,0.197700216,-0.122953589,NA
YKL034W,-0.261396756,-0.719935894,-0.139185644,-0.169499459,0.090020463,-0.063405056,0.73758259,0.101173324,TUL1
YKL035W,-0.790571297,-0.781131601,0.126475683,0.299250643,0.297766716,-0.226962254,0.321954167,0.243853159,UGP1
YKL036C,-1.204570647,-0.612824722,0.786634312,0.688192393,-0.053272123,-0.51731947,-0.241807869,0.094608953,NA
YKL037W,0.469517414,-0.333250239,-0.960354407,-0.010739355,0.194234665,0.016961241,0.302304834,-0.110857818,AIM26
YKL038W,0.097437442,-0.295162668,-0.197607358,-0.113194153,-0.460641764,-0.199458154,0.619228617,0.244910877,RGT1
YKL039W,-0.06634566,-0.330563781,0.093748278,0.114773353,-0.297781449,-0.291181735,0.22408266,0.379628821,PTM1
YKL040C,-0.366497147,0.140103661,-0.025880857,0.023944281,0.295118111,-0.002914858,-0.043895828,-0.107186097,NFU1
YKL041W,-0.139409509,-0.253245956,-0.013789793,-0.248363111,-0.055465129,0.352666254,-0.201312571,0.391551236,VPS24
YKL042W,-0.368239283,-0.882098663,-0.125758229,0.489167139,0.345720618,-0.147752039,0.232188703,0.020742427,SPC42
YKL043W,0.878267257,-0.007790273,-0.268543168,0.202274663,-0.462971976,-0.459954646,-0.325069104,-0.095741405,PHD1
YKL044W,-0.02616358,-0.249394412,-0.093726863999999993,0.151076804,-0.27530957,-0.669823338,0.323285577,0.509130435,NA
YKL045W,-2.033805687,-0.814767431,0.166614635,0.609597567,0.92393405,-0.274731083,0.007153559,-0.303689721,PRI2
YKL046C,0.173252843,-0.292100256,-0.088803796,0.097105713,0.160426376,-0.405203694,0.491372199,-0.382261764,DCW1
YKL047W,0.562944769,-0.025737218,-0.311292199,-0.249643425,-0.227790123,0.02132069,-0.065381971,0.096064563,ANR2
YKL048C,0.122896374,-0.437782918,-0.128393338,0.039202959,0.016858766,0.028581843,0.244578427,0.019926156,ELM1
YKL049C,-0.832827768,-0.467714224,-0.1132858,0.296529127,0.599804201,0.247859323,-0.023009422,-0.191550058,CSE4
YKL050C,-0.358608305,-0.380434667,0.055616637,0.313222269,0.02356456,-0.057627149,0.053990149,0.207457164,NA
YKL051W,0.515346011,0.19765579,0.061892561,-0.024580605,-0.103359948,-0.290019686,-0.431124593,-0.141696939,SFK1
YKL052C,-0.166029494,-0.023596552,0.226405082,0.578637136,-0.40955172,-0.686590142,-0.212181212,0.291801167,ASK1
YKL053C-A,-0.067713701,0.313675242,0.180388197,0.023032906,-0.154313911,-0.005774814,0.051785075,-0.468755369,MDM35
YKL053W,-0.498390993,-0.170568935,0.427405687,0.658205484,-0.31459996,0.131376249,-0.506115137,-0.189100477,NA
YKL054C,-0.236762322,-0.085673119,0.148982908,-0.032183996,-0.535833803,0.091296364,-0.107297731,0.524935343,DEF1
YKL055C,-0.008705079,0.04405016,0.123415248,-0.109536651,-0.134968852,-0.140109537,0.149530837,0.044697544,OAR1
YKL056C,0.003308669,0.389434077,-0.311021863,0.034323085,0.237545129,-0.055511561,0.164635745,-0.747689378,TMA19
YKL057C,0.194177346,-0.048616267,-0.504055854,-0.174163392,-0.02101081,0.364991228,0.14378313,-0.121160079,NUP120
YKL058W,0.224988883,0.116453746,-0.511549563,-0.363952171,0.1983136,0.130509851,0.484268434,-0.671737912,TOA2
YKL059C,0.316885037,-0.263186967,0.006544917,0.116450882,-0.51193859,-0.492921364,0.332961157,0.215423553,MPE1
YKL060C,-0.158688121,-0.704788962,-0.382702006,0.144609627,0.130517015,0.148879085,0.530298395,-0.043087358,FBA1
YKL061W,-0.922854755,-0.388658338,0.119122916,-0.168087039,0.36785245,0.343950877,0.258880081,-0.034467585,BLI1
YKL062W,0.148693795,-0.337909889,0.011320973,-0.426174196,-0.124243009,0.287385088,0.105070445,0.182283914,MSN4
YKL063C,-0.470153191,-0.34783614,0.400025626,0.235427612,0.32082261,-0.041454082,-0.155207386,-0.189610521,NA
YKL064W,0.585573962,-0.208046181,0.011705831,-0.137768773,-0.313722245,-0.083019004,-0.247010418,0.170310474,MNR2
YKL065C,0.406451034,0.285948719,0.238805799,0.02212088,0.052429309,-0.186160398,-0.468355926,-0.686960923,YET1
YKL065W-A,-1.411616992,-1.260162053,0.765304381,0.741878294,0.720395593,-0.775172819,0.086296008,-0.886461887,NA
YKL066W,-0.358110431,0.120788286,0.206839804,0.301430191,0.362547724,-0.114042734,0.05382916,-1.005038685,NA
YKL067W,-0.08990622,-0.080870751,0.475951822,0.377840478,0.410249335,-0.593704407,-0.444054228,-0.518540489,YNK1
YKL068W,-0.33063308,-0.293548915,-0.264165108,-0.131782852,-0.081370306,0.421883518,0.231475044,0.244481635,NUP100
YKL068W-A,-1.198890909,-0.06328353,0.165580335,-0.108715659,0.338291021,-0.328542308,0.410235594,0.224996654,NA
YKL069W,-0.334971371,-1.210870551,-0.535533614,-0.097412502,0.192645078,0.69986211,0.507349908,-0.055984949,NA
YKL070W,0.575186749,-1.101966117,-0.62828695,-0.245361635,-0.135963449,0.002321705,0.580430535,0.197528539,NA
YKL071W,0.41540591,-0.586252678,0.246792606,-0.184273846,-0.225035452,0.256695314,0.157776308,-0.381351539,NA
YKL072W,0.264974164,-0.096627013,-0.503179873,-0.333621736,-0.146675021,0.305117987,0.167237362,0.140544257,STB6
YKL073W,-1.197901836,-0.416160313,-0.288751228,0.116088217,0.333296225,0.162602438,0.550929582,0.094978822,LHS1
YKL074C,0.917083906,0.317372021,-0.167796378,-0.417298058,-0.417835742,-0.140324174,-0.470595321,-0.236009212,MUD2
YKL075C,0.148073228,-0.054641221,0.11552964,-0.051520473,0.077847898,0.01380662,-0.224647582,-0.059008583,NA
YKL076C,-0.183194547,-0.185002911,0.200147695,-0.088544718,0.085735305,0.204075463,-0.267211008,0.145631149,NA
YKL077W,0.813843747,0.404355278,-0.147421825,-0.236870036,-0.126260117,-0.223367089,-0.441414408,-0.603868076,NA
YKL078W,0.977501376,0.510521245,-0.265827621,-0.386486586,-0.438481223,-0.638981039,-0.275928211,-0.315315804,DHR2
YKL079W,0.11474124,0.162040015,0.038088666,-0.151351321,0.124817315,0.12535131,-0.119369717,-0.378083652,SMY1
YKL080W,0.07974086,-0.146264322,-0.479211858,-0.038739189,0.131879942,0.07716124,0.35015896,-0.115053581,VMA5
YKL081W,-0.087902942,0.147790225,-0.134865733,0.112949888,-0.253508389,-0.13821949,0.25551471,0.025442965,TEF4
YKL082C,0.827414731,0.636152651,0.377652026,-0.141930348,-0.480998828,-1.198844426,-1.073479572,-0.254100146,RRP14
YKL083W,-1.719771579,0.5538177,0.822529057,0.05497214,-0.769651754,-0.626414041,-1.092290056,0.780508054,NA
YKL084W,-0.741339915,-1.146174554,-0.66055726,0.998643871,0.148021495,0.143119922,-0.114523668,0.242710149,HOT13
YKL085W,-1.417835079,-1.500667534,0.564583563,-0.547195741,-0.075578197,0.269215321,0.805952747,0.270963232,MDH1
YKL086W,0.935314673,-0.533724273,0.157541277,-0.718587065,-0.082201063,-0.358453971,0.596751698,-1.194548788,SRX1
YKL087C,0.821868871,0.065594648,-0.061317464,-0.085846101,-0.67016619,-0.169849324,-0.232664541,-0.125419087,CYT2
YKL088W,-0.703486015,-0.150477886,0.326406865,0.093222107,-0.24882945,-0.113219482,-0.160520553,0.588345102,CAB3
YKL089W,-1.724154924,-0.814719224,0.267559655,0.555968182,0.715710904,-0.034799726,-0.111744162,-0.134552699,MIF2
YKL090W,-0.191303525,-0.474088389,-0.183702549,0.16118045,0.158842839,0.3859067,0.073166014,-0.103879667,CUE2
YKL091C,0.173611207,-0.205411283,0.695251997,0.184772044,0.132328845,-0.437370468,-0.28061906,-0.758166594,NA
YKL092C,-1.275196902,-0.818783475,-0.135998417,0.326026005,0.470036308,0.24282687,0.220214013,0.167301778,BUD2
YKL093W,-0.198449221,-0.962511579,-0.271984675,0.163575148,0.394023082,-0.097931788,0.508548042,-0.005681386,MBR1
YKL094W,0.245677096,-0.499886283,-0.188595717,0.130413419,-0.019183808,0.228035593,0.14007203,-0.192428063,YJU3
YKL095W,0.537010562,0.268408379,0.357838772,0.022437389,-0.401618579,-0.313553418,-0.409835184,-0.448105201,YJU2
YKL096C-B,0.694935916,0.827166811,0.032433973,-0.067730189,-1.9500786,-0.878034805,-0.880793305,0.360798763,NA
YKL096W,-0.065434592,-1.732083868,0.059891855,-0.397362746,0.26828114,0.230066717,0.702623136,-0.093924023,CWP1
YKL096W-A,-1.992020792,-2.093362598,-0.868174871,-0.178286905,0.364907145,0.788140747,0.910221877,0.249393815,CWP2
YKL097C,1.20197288,-1.478270124,-0.605382042,-0.558688807,-1.443918619,0.095057676,0.69743723,-0.078522496,NA
YKL098W,0.063209659,-0.18984534,0.020140938,0.213769336,-0.103007293,-0.359770341,0.088863855,0.177380679,MTC2
YKL099C,-0.073328051,0.823366283,0.216491993,-0.067312049,0.115014433,-0.614104747,-0.571127403,-0.406797611,UTP11
YKL100C,0.618126687,-0.063495873,0.06471034,-0.035694601,-0.180389641,-0.304974136,0.089171903,-0.451940287,YPF1
YKL100W-A,1.021001887,-0.039080698,0.295065758,0.625804595,-0.834814524,-1.301287288,-0.559634689,-0.779689305,NA
YKL101W,-3.151618109,-3.042425964,-0.369807322,0.575298778,0.940216854,0.266296592,0.362822131,0.130599451,HSL1
YKL102C,-0.489576082,-0.093275146,0.162077474,-0.84683725,-0.289967057,0.051283136,0.980813833,-0.238223482,NA
YKL103C,-0.884903526,-0.81601285,0.295843739,0.307794685,0.236121647,-0.410326373,0.593034774,-0.019816437,APE1
YKL104C,0.106037327,-0.63591011,-0.231687894,0.142642321,-0.309150885,0.028486858,0.140436702,0.480613676,GFA1
YKL105C,-0.306158418,-0.604644867,0.046590854,0.306818459,-0.345358582,-0.149543501,0.486233374,0.231856401,SEG2
YKL106C-A,0.426058905,-0.264805671,0.354021725,-1.933690655,-1.804407638,0.309483329,-0.830402847,1.135087623,NA
YKL106W,0.539599588,-0.265425274,-0.32241241,-0.191308289,-0.01525302,0.12988242,-0.001615018,-0.064365137,AAT1
YKL107W,0.164714145,-0.597786541,-0.790431619,-0.275858446,-0.393914208,0.336325523,0.870982942,-0.056413309,NA
YKL108W,-0.711104724,-0.567624061,0.289818601,0.710383674,0.232065428,-0.301156102,-0.325930025,0.100027694,SLD2
YKL109W,-0.292663371,-0.510352912,-0.377136879,-0.342446009,0.193441255,0.889629331,0.008445026,-0.118993539,HAP4
YKL110C,-0.051162999,-0.600565721,-0.376229479,-0.19079178,-0.119288831,0.65844243,0.017751994,0.283772051,KTI12
